"","FID","name","StudyArea","Area","ExtraTerr","LENGTH","KDEClass","LineDensity","AnimalID","Season","Year"
"1082",115,"1400152014SnowFree 95% ML","SK",1710.25541299,0,64159.1479966679,"% ML",0.0375143662808235,"140015","SnowFree","2014"
"1083",116,"1400152014SnowFree 95% high","SK",2331.23863992,0,103159.402576533,"high",0.0442508977030653,"140015","SnowFree","2014"
"1084",117,"1400152015Snow 95% low","SK",8630.24264869,0,217220.505327108," low",0.0251696868986737,"140015","Snow","2015"
"1085",118,"1400152015Snow 95% ML","SK",36157.2801511,0,668518.424066884,"% ML",0.0184891789778758,"140015","Snow","2015"
"1086",119,"1400152015Snow 95% high","SK",82906.4868455,0,2261637.52055389,"high",0.027279379534783,"140015","Snow","2015"
"1087",120,"1400152015SnowFree 95% low","SK",3208.08196641,0,NA," low",NA,"140015","SnowFree","2015"
"1088",121,"1400152015SnowFree 95% ML","SK",7178.58837959,0,38090.5903807946,"% ML",0.00530613936426455,"140015","SnowFree","2015"
"1089",122,"1400152015SnowFree 95% high","SK",12712.2724062,0,74529.1213211737,"high",0.00586276937275388,"140015","SnowFree","2015"
"1090",123,"1400162013Snow 95% low","SK",1124.66261027,0,NA," low",NA,"140016","Snow","2013"
"1091",124,"1400162013Snow 95% ML","SK",1822.17980055,0,NA,"% ML",NA,"140016","Snow","2013"
"1092",125,"1400162013Snow 95% high","SK",2678.80180246,0,12388.5262501117,"high",0.00462465205105321,"140016","Snow","2013"
"1093",126,"1400162014SnowFree 95% low","SK",625.721621,0,NA," low",NA,"140016","SnowFree","2014"
"1094",127,"1400162014SnowFree 95% ML","SK",1018.56964566,0,NA,"% ML",NA,"140016","SnowFree","2014"
"1095",128,"1400162014SnowFree 95% high","SK",1503.64581956,0,NA,"high",NA,"140016","SnowFree","2014"
"1096",129,"1400172013Snow 95% low","SK",666.804886521,0,NA," low",NA,"140017","Snow","2013"
"1097",130,"1400172013Snow 95% ML","SK",1406.24155973,0,NA,"% ML",NA,"140017","Snow","2013"
"1098",131,"1400172013Snow 95% high","SK",2416.11007692,0,NA,"high",NA,"140017","Snow","2013"
"1099",132,"1400172014Snow 95% low","SK",920.763188838,0,NA," low",NA,"140017","Snow","2014"
"1100",133,"1400172014Snow 95% ML","SK",1282.89633533,0,NA,"% ML",NA,"140017","Snow","2014"
"1101",134,"1400172014Snow 95% high","SK",1703.55122779,0,NA,"high",NA,"140017","Snow","2014"
"1102",135,"1400172014SnowFree 95% low","SK",1117.09277035,0,NA," low",NA,"140017","SnowFree","2014"
"1103",136,"1400172014SnowFree 95% ML","SK",1429.95148192,0,NA,"% ML",NA,"140017","SnowFree","2014"
"1104",137,"1400172014SnowFree 95% high","SK",1780.56786164,0,NA,"high",NA,"140017","SnowFree","2014"
"1105",138,"1400182013Snow 95% low","SK",651.510022874,0,45019.6934724988," low",0.0691005385825131,"140018","Snow","2013"
"1106",139,"1400182013Snow 95% ML","SK",2291.47502098,0,95023.3437778045,"% ML",0.0414681997001066,"140018","Snow","2013"
"1107",140,"1400182013Snow 95% high","SK",4939.70373911,0,178701.843147681,"high",0.0361766317548181,"140018","Snow","2013"
"1108",141,"1400182014Snow 95% low","SK",10754.3376684,1,149537.152896208," low",0.0139048221756697,"140018","Snow","2014"
"1109",142,"1400182014Snow 95% ML","SK",24874.7940597,1,402146.169725486,"% ML",0.0161668140351364,"140018","Snow","2014"
"1110",143,"1400182014Snow 95% high","SK",44803.8666443,1,1115667.19120577,"high",0.0249011363251994,"140018","Snow","2014"
"1111",144,"1400182014SnowFree 95% low","SK",8029.82612359,1,18200.9815299468," low",0.00226667193657855,"140018","SnowFree","2014"
"1112",145,"1400182014SnowFree 95% ML","SK",27241.3329696,1,412907.628591116,"% ML",0.0151573944289694,"140018","SnowFree","2014"
"1113",146,"1400182014SnowFree 95% high","SK",57908.4732383,1,1701825.02294613,"high",0.0293881866983942,"140018","SnowFree","2014"
"1114",147,"1400182015SnowFree 95% low","SK",3247.06914892,1,39698.251980719," low",0.0122258720587835,"140018","SnowFree","2015"
"1115",148,"1400182015SnowFree 95% ML","SK",8307.92955791,1,141103.783930045,"% ML",0.0169842296984451,"140018","SnowFree","2015"
"1116",149,"1400182015SnowFree 95% high","SK",15697.8588913,1,274154.21148801,"high",0.017464433422825,"140018","SnowFree","2015"
"1117",150,"1400192013Snow 95% low","SK",669.332627536,0,NA," low",NA,"140019","Snow","2013"
"1118",151,"1400192013Snow 95% ML","SK",1682.82120393,0,1648.51730013684,"% ML",0.000979615241528303,"140019","Snow","2013"
"1119",152,"1400192013Snow 95% high","SK",3153.28879519,0,53170.2812159186,"high",0.0168618495384958,"140019","Snow","2013"
"1120",153,"1400192014Snow 95% low","SK",1148.89222379,0,1648.51730013684," low",0.00143487549658806,"140019","Snow","2014"
"1121",154,"1400192014Snow 95% ML","SK",1730.43772608,0,5996.0731545663,"% ML",0.00346506150680692,"140019","Snow","2014"
"1122",155,"1400192014Snow 95% high","SK",2430.02817468,0,33363.6999775114,"high",0.0137297584962795,"140019","Snow","2014"
"1123",156,"1400192014SnowFree 95% low","SK",1298.19889344,0,NA," low",NA,"140019","SnowFree","2014"
"1124",157,"1400192014SnowFree 95% ML","SK",1761.61673076,0,1373.6380147799,"% ML",0.000779759859675768,"140019","SnowFree","2014"
"1125",158,"1400192014SnowFree 95% high","SK",2293.23399179,0,9051.67597979789,"high",0.00394712271499715,"140019","SnowFree","2014"
"1126",159,"1400202013Snow 95% low","SK",1147.98250973,0,47870.3173143829," low",0.041699517987989,"140020","Snow","2013"
"1127",160,"1400202013Snow 95% ML","SK",3443.45630118,0,113736.120013376,"% ML",0.0330296394278042,"140020","Snow","2013"
"1128",161,"1400202013Snow 95% high","SK",6968.98375107,0,222421.103945394,"high",0.0319158591683105,"140020","Snow","2013"
"1129",162,"1400202014Snow 95% low","SK",7182.57962331,1,264979.625066932," low",0.0368919857438098,"140020","Snow","2014"
"1130",163,"1400202014Snow 95% ML","SK",20779.4332548,1,1067200.14525283,"% ML",0.051358481829927,"140020","Snow","2014"
"1131",164,"1400202014Snow 95% high","SK",41485.0003155,1,1693179.04059247,"high",0.0408142467811396,"140020","Snow","2014"
"1132",165,"1400202014SnowFree 95% low","SK",1535.40477354,0,95118.3117983732," low",0.0619499909324042,"140020","SnowFree","2014"
"1133",166,"1400202014SnowFree 95% ML","SK",2120.00579388,0,104540.859527048,"% ML",0.0493115914252852,"140020","SnowFree","2014"
"1134",167,"1400202014SnowFree 95% high","SK",2797.11721506,0,113505.629846156,"high",0.0405795042249315,"140020","SnowFree","2014"
"1135",168,"1400202015Snow 95% low","SK",16669.8678738,1,943601.780952113," low",0.0566052345522888,"140020","Snow","2015"
"1136",169,"1400202015Snow 95% ML","SK",69025.2612895,1,2044546.25778466,"% ML",0.0296202610405137,"140020","Snow","2015"
"1137",170,"1400202015Snow 95% high","SK",157663.576761,1,3174194.36424703,"high",0.0201327055332428,"140020","Snow","2015"
"1138",171,"1400202015SnowFree 95% low","SK",7955.02522106,1,582811.838477643," low",0.0732633552103287,"140020","SnowFree","2015"
"1139",172,"1400202015SnowFree 95% ML","SK",15209.2466824,1,1345197.90475733,"% ML",0.0884460573786331,"140020","SnowFree","2015"
"1140",173,"1400202015SnowFree 95% high","SK",24780.1184494,1,1618529.4857142,"high",0.0653156476640406,"140020","SnowFree","2015"
"1141",174,"1400212014Snow 95% low","SK",1318.67656898,0,21607.6426704967," low",0.0163858547112961,"140021","Snow","2014"
"1142",175,"1400212014Snow 95% ML","SK",2448.73594345,0,55379.3829265167,"% ML",0.0226154980387527,"140021","Snow","2014"
"1143",176,"1400212014Snow 95% high","SK",3920.65834115,0,122956.604002647,"high",0.0313612136798896,"140021","Snow","2014"
"1144",177,"1400212015Snow 95% low","SK",1023.41490357,0,33971.6932485125," low",0.0331944484392482,"140021","Snow","2015"
"1145",178,"1400212015Snow 95% ML","SK",1658.75168107,0,79052.6557990794,"% ML",0.0476579205321953,"140021","Snow","2015"
"1146",179,"1400212015Snow 95% high","SK",2444.62413244,0,105377.728130471,"high",0.0431059019389178,"140021","Snow","2015"
"1147",180,"1400212015SnowFree 95% low","SK",680.778556756,0,73160.233755052," low",0.107465537844891,"140021","SnowFree","2015"
"1148",181,"1400212015SnowFree 95% ML","SK",826.985072382,0,79635.4921761938,"% ML",0.0962961664432665,"140021","SnowFree","2015"
"1149",182,"1400212015SnowFree 95% high","SK",987.030598814,0,81110.4586295863,"high",0.0821762351917431,"140021","SnowFree","2015"
"1150",183,"1400222013Snow 95% low","SK",1070.98773869,0,251721.57317993," low",0.23503683943929,"140022","Snow","2013"
"1151",184,"1400222013Snow 95% ML","SK",2027.30286344,0,452766.711127125,"% ML",0.223334519618275,"140022","Snow","2013"
"1152",185,"1400222013Snow 95% high","SK",3282.31932769,0,585175.145196124,"high",0.178280991815611,"140022","Snow","2013"
"1153",186,"1400222014SnowFree 95% low","SK",711.517240061,0,49732.0980890706," low",0.0698958441046446,"140022","SnowFree","2014"
"1154",187,"1400222014SnowFree 95% ML","SK",1243.06035409,0,143112.51998238,"% ML",0.115129180583631,"140022","SnowFree","2014"
"1155",188,"1400222014SnowFree 95% high","SK",1919.73647934,0,293802.94045383,"high",0.153043370074855,"140022","SnowFree","2014"
"1156",189,"1400232013Snow 95% low","SK",1557.13555699,0,NA," low",NA,"140023","Snow","2013"
"1157",190,"1400232013Snow 95% ML","SK",3215.23944793,0,19191.1857810433,"% ML",0.00596882008069377,"140023","Snow","2013"
"1158",191,"1400232013Snow 95% high","SK",5460.37515713,0,41780.0065025885,"high",0.00765149010833686,"140023","Snow","2013"
"1159",192,"1400232014Snow 95% low","SK",6572.56471992,1,26037.811060373," low",0.00396159066816917,"140023","Snow","2014"
"1160",193,"1400232014Snow 95% ML","SK",32644.8452868,1,199916.527551462,"% ML",0.00612398453094517,"140023","Snow","2014"
"1161",194,"1400232014Snow 95% high","SK",79108.153112,1,1856659.68871722,"high",0.0234698904686675,"140023","Snow","2014"
"1162",195,"1400232014SnowFree 95% low","SK",3022.45355549,0,5493.24693486712," low",0.00181747935378168,"140023","SnowFree","2014"
"1163",196,"1400232014SnowFree 95% ML","SK",4264.58922478,0,5493.24693486712,"% ML",0.00128810693019338,"140023","SnowFree","2014"
"1164",197,"1400232014SnowFree 95% high","SK",5716.61279847,0,8094.82825913678,"high",0.00141601828644111,"140023","SnowFree","2014"
"1165",198,"1400242013Snow 95% low","SK",356.788518752,0,20443.3753886055," low",0.0572982994523304,"140024","Snow","2013"
"1166",199,"1400242013Snow 95% ML","SK",1204.31636681,0,222859.019476937,"% ML",0.185050229008551,"140024","Snow","2013"
"1167",200,"1400242013Snow 95% high","SK",2557.02021934,0,482542.810355357,"high",0.188712942786157,"140024","Snow","2013"
"1168",201,"1400252013Snow 95% low","SK",236.467491118,0,6158.82223136014," low",0.0260451117497873,"140025","Snow","2013"
"1169",202,"1400252013Snow 95% ML","SK",1564.9285351,0,78922.888735408,"% ML",0.0504322638160373,"140025","Snow","2013"
"1170",203,"1400252013Snow 95% high","SK",4115.29584209,0,159166.345483332,"high",0.0386767687162188,"140025","Snow","2013"
"1171",204,"1400262013Snow 95% low","SK",467.942696293,0,NA," low",NA,"140026","Snow","2013"
"1172",205,"1400262013Snow 95% ML","SK",695.02169487,0,14351.8306024944,"% ML",0.0206494713883411,"140026","Snow","2013"
"1173",206,"1400262013Snow 95% high","SK",966.306948521,0,27982.3468032494,"high",0.0289580312405684,"140026","Snow","2013"
"1174",207,"1400262014SnowFree 95% low","SK",2022.32693354,0,47892.6516726923," low",0.0236819531394255,"140026","SnowFree","2014"
"1175",208,"1400262014SnowFree 95% ML","SK",2669.07798885,0,61632.8340972332,"% ML",0.0230914324552159,"140026","SnowFree","2014"
"1176",209,"1400262014SnowFree 95% high","SK",3404.34443248,0,75401.9977836021,"high",0.0221487570600115,"140026","SnowFree","2014"
"1177",210,"1400272013Snow 95% low","SK",408.160613113,0,NA," low",NA,"140027","Snow","2013"
"1178",211,"1400272013Snow 95% ML","SK",705.848124785,0,14517.3880394036,"% ML",0.0205672970284161,"140027","Snow","2013"
"1179",212,"1400272013Snow 95% high","SK",1083.26064879,0,30724.5526642647,"high",0.0283630285089594,"140027","Snow","2013"
"1180",213,"1400272014Snow 95% low","SK",1898.06390588,0,64932.166785729," low",0.0342096841863839,"140027","Snow","2014"
"1181",214,"1400272014Snow 95% ML","SK",3016.80586789,0,80569.0776890152,"% ML",0.0267067491967477,"140027","Snow","2014"
"1182",215,"1400272014Snow 95% high","SK",4387.68356357,0,112147.990367386,"high",0.0255597261613227,"140027","Snow","2014"
"1183",216,"1400272014SnowFree 95% low","SK",2088.80335466,0,48569.6866058272," low",0.023252397837006,"140027","SnowFree","2014"
"1184",217,"1400272014SnowFree 95% ML","SK",2751.569219,0,61846.3196005339,"% ML",0.0224767449691891,"140027","SnowFree","2014"
"1185",218,"1400272014SnowFree 95% high","SK",3503.75450306,0,75668.9171363164,"high",0.0215965236920084,"140027","SnowFree","2014"
"1186",219,"1400282014Snow 95% low","SK",363.190946652,0,4581.35904041737," low",0.0126141884390282,"140028","Snow","2014"
"1187",220,"1400282014Snow 95% ML","SK",465.939144097,0,7275.90335178122,"% ML",0.0156155657749728,"140028","Snow","2014"
"1188",221,"1400282014Snow 95% high","SK",581.535266304,0,10282.9014021821,"high",0.0176823350156149,"140028","Snow","2014"
"1189",222,"1400282015SnowFree 95% low","SK",480.659211386,0,5609.65783997069," low",0.0116707590473405,"140028","SnowFree","2015"
"1190",223,"1400282015SnowFree 95% ML","SK",624.172949611,0,10422.9123885261,"% ML",0.0166987569631492,"140028","SnowFree","2015"
"1191",224,"1400282015SnowFree 95% high","SK",786.10919785,0,20054.7275688618,"high",0.0255113763122366,"140028","SnowFree","2015"
"1192",225,"1400292014Snow 95% low","SK",804.720505006,0,34003.3959231997," low",0.0422549142362741,"140029","Snow","2014"
"1193",226,"1400292014Snow 95% ML","SK",1437.94277836,0,52497.038354208,"% ML",0.0365084335373079,"140029","Snow","2014"
"1194",227,"1400292014Snow 95% high","SK",2250.31463791,0,92881.9563599682,"high",0.0412750976220077,"140029","Snow","2014"
"1195",228,"1400302014Snow 95% low","SK",945.774638299,0,159190.162129589," low",0.168317224509103,"140030","Snow","2014"
"1196",229,"1400302014Snow 95% ML","SK",1459.63328974,0,229564.381332586,"% ML",0.157275380704339,"140030","Snow","2014"
"1197",230,"1400302014Snow 95% high","SK",2083.0035795,0,280857.565071457,"high",0.134832972845334,"140030","Snow","2014"
"1198",231,"1400302015Snow 95% low","SK",772.795481282,0,220073.696271175," low",0.284776116840244,"140030","Snow","2015"
"1199",232,"1400302015Snow 95% ML","SK",1386.92428352,0,290331.771798391,"% ML",0.209334983350015,"140030","Snow","2015"
"1200",233,"1400302015Snow 95% high","SK",2177.75152877,0,328297.605961446,"high",0.150750717712442,"140030","Snow","2015"
"1201",234,"1400302015SnowFree 95% low","SK",842.918540326,0,213049.07324122," low",0.25275167533843,"140030","SnowFree","2015"
"1202",235,"1400302015SnowFree 95% ML","SK",1000.68596401,0,229065.061811885,"% ML",0.228908039135438,"140030","SnowFree","2015"
"1203",236,"1400302015SnowFree 95% high","SK",1171.73055137,0,240538.390685667,"high",0.205284730695489,"140030","SnowFree","2015"
"1204",237,"1400312014Snow 95% low","SK",954.941048772,0,NA," low",NA,"140031","Snow","2014"
"1205",238,"1400312014Snow 95% ML","SK",2082.70872234,0,NA,"% ML",NA,"140031","Snow","2014"
"1206",239,"1400312014Snow 95% high","SK",3637.4253877,0,51466.4387267745,"high",0.014149139361266,"140031","Snow","2014"
"1207",240,"1400312015SnowFree 95% low","SK",1206.18320036,0,NA," low",NA,"140031","SnowFree","2015"
"1208",241,"1400312015SnowFree 95% ML","SK",2147.84165441,0,28786.181250034,"% ML",0.0134023759111522,"140031","SnowFree","2015"
"1209",242,"1400312015SnowFree 95% high","SK",3355.02415892,0,60552.1054204459,"high",0.0180481875993221,"140031","SnowFree","2015"
"1210",243,"1400322014Snow 95% low","SK",633.257607232,0,31713.9491316545," low",0.0500806445425547,"140032","Snow","2014"
"1211",244,"1400322014Snow 95% ML","SK",1244.42179403,0,141371.021095369,"% ML",0.11360378110829,"140032","Snow","2014"
"1212",245,"1400322014Snow 95% high","SK",2057.82104197,0,247829.455619781,"high",0.120432948524293,"140032","Snow","2014"
"1213",246,"1400352014Snow 95% low","SK",568.102616937,0,7414.91980769437," low",0.0130520782454284,"140035","Snow","2014"
"1214",247,"1400352014Snow 95% ML","SK",4575.69643073,0,51894.1691697443,"% ML",0.0113412613697944,"140035","Snow","2014"
"1215",248,"1400352014Snow 95% high","SK",12661.7124812,0,170129.360016301,"high",0.0134365205550914,"140035","Snow","2014"
"1216",249,"1400362014Snow 95% low","SK",676.595872714,0,NA," low",NA,"140036","Snow","2014"
"1217",250,"1400362014Snow 95% ML","SK",1073.71957646,0,314.396039996741,"% ML",0.000292810196339429,"140036","Snow","2014"
"1218",251,"1400362014Snow 95% high","SK",1560.72090774,0,1648.51730013684,"high",0.00105625374271686,"140036","Snow","2014"
"1219",252,"1400362015Snow 95% low","SK",790.989386683,0,NA," low",NA,"140036","Snow","2015"
"1220",253,"1400362015Snow 95% ML","SK",2609.60808994,0,31623.6011419427,"% ML",0.0121181419017864,"140036","Snow","2015"
"1221",254,"1400362015Snow 95% high","SK",5489.32768938,0,109010.379762257,"high",0.0198586030805113,"140036","Snow","2015"
"1222",255,"1400362015SnowFree 95% low","SK",878.583797692,0,NA," low",NA,"140036","SnowFree","2015"
"1223",256,"1400362015SnowFree 95% ML","SK",1086.47353273,0,NA,"% ML",NA,"140036","SnowFree","2015"
"1224",257,"1400362015SnowFree 95% high","SK",1316.27991182,0,NA,"high",NA,"140036","SnowFree","2015"
"1225",258,"1400372014Snow 95% low","SK",658.717030683,0,34204.6439884723," low",0.0519261570526068,"140037","Snow","2014"
"1226",259,"1400372014Snow 95% ML","SK",1022.39943309,0,43544.9575790605,"% ML",0.0425909445660141,"140037","Snow","2014"
"1227",260,"1400372014Snow 95% high","SK",1464.26832803,0,55123.3741420687,"high",0.037645678108896,"140037","Snow","2014"
"1228",261,"1400372015Snow 95% low","SK",1334.90334381,1,59502.5697364285," low",0.044574440548332,"140037","Snow","2015"
"1229",262,"1400372015Snow 95% ML","SK",2355.14031004,1,90144.8051943492,"% ML",0.0382757684584908,"140037","Snow","2015"
"1230",263,"1400372015Snow 95% high","SK",3664.36935122,1,118205.476729267,"high",0.0322580682784917,"140037","Snow","2015"
"1231",264,"1400372015SnowFree 95% low","SK",453.58472434,0,29911.3876085231," low",0.0659444333184863,"140037","SnowFree","2015"
"1232",265,"1400372015SnowFree 95% ML","SK",559.3997394,0,32034.99767918,"% ML",0.0572667368660916,"140037","SnowFree","2015"
"1233",266,"1400372015SnowFree 95% high","SK",676.063406324,0,38662.8309094012,"high",0.0571881728070817,"140037","SnowFree","2015"
"1234",267,"1400382014Snow 95% low","SK",2441.78140521,0,235829.918926097," low",0.0965810937960741,"140038","Snow","2014"
"1235",268,"1400382014Snow 95% ML","SK",4644.21725569,0,551336.929032302,"% ML",0.118714715242233,"140038","Snow","2014"
"1236",269,"1400382014Snow 95% high","SK",7540.23028332,0,749348.117732928,"high",0.0993800042673215,"140038","Snow","2014"
"1237",270,"1400382015Snow 95% low","SK",1620.76142574,0,86308.5724003794," low",0.0532518673196908,"140038","Snow","2015"
"1238",271,"1400382015Snow 95% ML","SK",2398.81327228,0,178372.18845803,"% ML",0.0743585132362108,"140038","Snow","2015"
"1239",272,"1400382015Snow 95% high","SK",3326.15622916,0,353224.945326388,"high",0.106196137821101,"140038","Snow","2015"
"1240",273,"1400382015SnowFree 95% low","SK",1036.80791324,0,101463.343737474," low",0.0978612744383901,"140038","SnowFree","2015"
"1241",274,"1400382015SnowFree 95% ML","SK",1247.65450794,0,126679.963201221,"% ML",0.101534489231624,"140038","SnowFree","2015"
"1242",275,"1400382015SnowFree 95% high","SK",1478.25228755,0,171877.451137286,"high",0.116270715482639,"140038","SnowFree","2015"
"1243",276,"1400392014Snow 95% low","SK",2368.90570461,0,25216.897817789," low",0.010644956347868,"140039","Snow","2014"
"1244",277,"1400392014Snow 95% ML","SK",4926.02012437,0,64474.2194883789,"% ML",0.0130885010334026,"140039","Snow","2014"
"1245",278,"1400392014Snow 95% high","SK",8401.06757343,0,87364.9055554462,"high",0.0103992623308679,"140039","Snow","2014"
"1246",279,"1400392015Snow 95% low","SK",5265.52780667,0,39566.3161058408," low",0.00751421653413756,"140039","Snow","2015"
"1247",280,"1400392015Snow 95% ML","SK",9156.77200997,0,83752.3840149164,"% ML",0.0091464965954952,"140039","Snow","2015"
"1248",281,"1400392015Snow 95% high","SK",14100.7858337,0,136561.396848944,"high",0.00968466569590547,"140039","Snow","2015"
"1249",282,"1400392015SnowFree 95% low","SK",1507.57505019,0,15941.7462709206," low",0.0105744296238595,"140039","SnowFree","2015"
"1250",283,"1400392015SnowFree 95% ML","SK",1840.23906127,0,18285.3209523054,"% ML",0.0099363834499232,"140039","SnowFree","2015"
"1251",284,"1400392015SnowFree 95% high","SK",2206.19951509,0,21798.1237826946,"high",0.00988039550983463,"140039","SnowFree","2015"
